raceId,year,round,circuitId,driverId,constructorId,position,points
2024_15,2024,15,zandvoort,LEC,ferrari,3,15
2024_15,2024,15,zandvoort,PIA,mclaren,4,12
2024_15,2024,15,zandvoort,SAI,ferrari,5,10
2024_15,2024,15,zandvoort,PER,red_bull,6,8
2024_15,2024,15,zandvoort,RUS,mercedes,7,6
2024_15,2024,15,zandvoort,HAM,mercedes,8,4
2024_15,2024,15,zandvoort,GAS,alpine,9,2
2024_15,2024,15,zandvoort,ALO,aston_martin,10,1
2024_15,2024,15,zandvoort,HUL,haas,11,0
2024_15,2024,15,zandvoort,RIC,rb,12,0
2024_15,2024,15,zandvoort,STR,aston_martin,13,0
2024_15,2024,15,zandvoort,ALB,williams,14,0
2024_15,2024,15,zandvoort,OCO,alpine,15,0
2024_15,2024,15,zandvoort,SAR,williams,16,0
2024_15,2024,15,zandvoort,TSU,rb,17,0
2024_15,2024,15,zandvoort,MAG,haas,18,0
2024_15,2024,15,zandvoort,BOT,sauber,19,0
2024_15,2024,15,zandvoort,ZHO,sauber,20,0
2024_16,2024,16,monza,LEC,ferrari,1,25
2024_16,2024,16,monza,PIA,mclaren,2,18
2024_16,2024,16,monza,NOR,mclaren,3,16
2024_16,2024,16,monza,SAI,ferrari,4,12
2024_16,2024,16,monza,HAM,mercedes,5,10
2024_16,2024,16,monza,VER,red_bull,6,8
2024_16,2024,16,monza,RUS,mercedes,7,6
2024_16,2024,16,monza,PER,red_bull,8,4
2024_16,2024,16,monza,ALB,williams,9,2
2024_16,2024,16,monza,MAG,haas,10,1
2024_16,2024,16,monza,ALO,aston_martin,11,0
2024_16,2024,16,monza,COL,williams,12,0
2024_16,2024,16,monza,RIC,rb,13,0
2024_16,2024,16,monza,OCO,alpine,14,0
2024_16,2024,16,monza,GAS,alpine,15,0
2024_16,2024,16,monza,BOT,sauber,16,0
2024_16,2024,16,monza,HUL,haas,17,0
2024_16,2024,16,monza,ZHO,sauber,18,0
2024_16,2024,16,monza,STR,aston_martin,19,0
2024_16,2024,16,monza,TSU,rb,20,0
2024_17,2024,17,baku,PIA,mclaren,1,25
2024_17,2024,17,baku,LEC,ferrari,2,18
2024_17,2024,17,baku,RUS,mercedes,3,15
2024_17,2024,17,baku,NOR,mclaren,4,13
2024_17,2024,17,baku,VER,red_bull,5,10
2024_17,2024,17,baku,ALO,aston_martin,6,8
2024_17,2024,17,baku,ALB,williams,7,6
2024_17,2024,17,baku,COL,williams,8,4
2024_17,2024,17,baku,HAM,mercedes,9,2
2024_17,2024,17,baku,BEA,haas,10,1
2024_17,2024,17,baku,HUL,haas,11,0
2024_17,2024,17,baku,GAS,alpine,12,0
2024_17,2024,17,baku,RIC,rb,13,0
2024_17,2024,17,baku,ZHO,sauber,14,0
2024_17,2024,17,baku,OCO,alpine,15,0
2024_17,2024,17,baku,BOT,sauber,16,0
2024_17,2024,17,baku,PER,red_bull,17,0
2024_17,2024,17,baku,SAI,ferrari,18,0
2024_17,2024,17,baku,STR,aston_martin,19,0
2024_17,2024,17,baku,TSU,rb,20,0
2024_18,2024,18,marina_bay,NOR,mclaren,1,25
2024_18,2024,18,marina_bay,VER,red_bull,2,18
2024_18,2024,18,marina_bay,PIA,mclaren,3,15
2024_18,2024,18,marina_bay,RUS,mercedes,4,12
2024_18,2024,18,marina_bay,LEC,ferrari,5,10
2024_18,2024,18,marina_bay,HAM,mercedes,6,8
2024_18,2024,18,marina_bay,SAI,ferrari,7,6
2024_18,2024,18,marina_bay,ALO,aston_martin,8,4
2024_18,2024,18,marina_bay,HUL,haas,9,2
2024_18,2024,18,marina_bay,PER,red_bull,10,1
2024_18,2024,18,marina_bay,COL,williams,11,0
2024_18,2024,18,marina_bay,TSU,rb,12,0
2024_18,2024,18,marina_bay,OCO,alpine,13,0
2024_18,2024,18,marina_bay,STR,aston_martin,14,0
2024_18,2024,18,marina_bay,ZHO,sauber,15,0
2024_18,2024,18,marina_bay,BOT,sauber,16,0
2024_18,2024,18,marina_bay,GAS,alpine,17,0
2024_18,2024,18,marina_bay,RIC,rb,18,0
2024_18,2024,18,marina_bay,MAG,haas,19,0
2024_18,2024,18,marina_bay,ALB,williams,20,0
2024_19,2024,19,americas,LEC,ferrari,1,25
2024_19,2024,19,americas,SAI,ferrari,2,18
2024_19,2024,19,americas,VER,red_bull,3,15
2024_19,2024,19,americas,NOR,mclaren,4,12
2024_19,2024,19,americas,PIA,mclaren,5,10
2024_19,2024,19,americas,RUS,mercedes,6,8
2024_19,2024,19,americas,PER,red_bull,7,6
2024_19,2024,19,americas,HUL,haas,8,4
2024_19,2024,19,americas,LAW,rb,9,2
2024_19,2024,19,americas,COL,williams,10,1
2024_19,2024,19,americas,MAG,haas,11,0
2024_19,2024,19,americas,GAS,alpine,12,0
2024_19,2024,19,americas,ALO,aston_martin,13,0
2024_19,2024,19,americas,TSU,rb,14,0
2024_19,2024,19,americas,STR,aston_martin,15,0
2024_19,2024,19,americas,ALB,williams,16,0
2024_19,2024,19,americas,BOT,sauber,17,0
2024_19,2024,19,americas,OCO,alpine,18,0
2024_19,2024,19,americas,ZHO,sauber,19,0
2024_19,2024,19,americas,HAM,mercedes,20,0
2024_20,2024,20,rodriguez,SAI,ferrari,1,25
2024_20,2024,20,rodriguez,NOR,mclaren,2,18
2024_20,2024,20,rodriguez,LEC,ferrari,3,16
2024_20,2024,20,rodriguez,HAM,mercedes,4,12
2024_20,2024,20,rodriguez,RUS,mercedes,5,10
2024_20,2024,20,rodriguez,VER,red_bull,6,8
2024_20,2024,20,rodriguez,MAG,haas,7,6
2024_20,2024,20,rodriguez,PIA,mclaren,8,4
2024_20,2024,20,rodriguez,HUL,haas,9,2
2024_20,2024,20,rodriguez,GAS,alpine,10,1
2024_20,2024,20,rodriguez,STR,aston_martin,11,0
2024_20,2024,20,rodriguez,COL,williams,12,0
2024_20,2024,20,rodriguez,OCO,alpine,13,0
2024_20,2024,20,rodriguez,BOT,sauber,14,0
2024_20,2024,20,rodriguez,ZHO,sauber,15,0
2024_20,2024,20,rodriguez,LAW,rb,16,0
2024_20,2024,20,rodriguez,PER,red_bull,17,0
2024_20,2024,20,rodriguez,ALO,aston_martin,18,0
2024_20,2024,20,rodriguez,ALB,williams,19,0
2024_20,2024,20,rodriguez,TSU,rb,20,0
2024_21,2024,21,interlagos,VER,red_bull,1,26
2024_21,2024,21,interlagos,OCO,alpine,2,18
2024_21,2024,21,interlagos,GAS,alpine,3,15
2024_21,2024,21,interlagos,RUS,mercedes,4,12
2024_21,2024,21,interlagos,LEC,ferrari,5,10
2024_21,2024,21,interlagos,NOR,mclaren,6,8
2024_21,2024,21,interlagos,TSU,rb,7,6
2024_21,2024,21,interlagos,PIA,mclaren,8,4
2024_21,2024,21,interlagos,LAW,rb,9,2
2024_21,2024,21,interlagos,HAM,mercedes,10,1
2024_21,2024,21,interlagos,PER,red_bull,11,0
2024_21,2024,21,interlagos,BEA,haas,12,0
2024_21,2024,21,interlagos,BOT,sauber,13,0
2024_21,2024,21,interlagos,ALO,aston_martin,14,0
2024_21,2024,21,interlagos,ZHO,sauber,15,0
2024_21,2024,21,interlagos,SAI,ferrari,16,0
2024_21,2024,21,interlagos,COL,williams,17,0
2024_21,2024,21,interlagos,ALB,williams,18,0
2024_21,2024,21,interlagos,STR,aston_martin,19,0
2024_21,2024,21,interlagos,HUL,haas,20,0
2024_22,2024,22,vegas,RUS,mercedes,1,25
2024_22,2024,22,vegas,HAM,mercedes,2,18
2024_22,2024,22,vegas,SAI,ferrari,3,15
2024_22,2024,22,vegas,LEC,ferrari,4,12
2024_22,2024,22,vegas,VER,red_bull,5,10
2024_22,2024,22,vegas,NOR,mclaren,6,9
2024_22,2024,22,vegas,PIA,mclaren,7,6
2024_22,2024,22,vegas,HUL,haas,8,4
2024_22,2024,22,vegas,TSU,rb,9,2
2024_22,2024,22,vegas,PER,red_bull,10,1
2024_22,2024,22,vegas,ALO,aston_martin,11,0
2024_22,2024,22,vegas,MAG,haas,12,0
2024_22,2024,22,vegas,ZHO,sauber,13,0
2024_22,2024,22,vegas,COL,williams,14,0
2024_22,2024,22,vegas,STR,aston_martin,15,0
2024_22,2024,22,vegas,LAW,rb,16,0
2024_22,2024,22,vegas,OCO,alpine,17,0
2024_22,2024,22,vegas,BOT,sauber,18,0
2024_22,2024,22,vegas,ALB,williams,19,0
2024_22,2024,22,vegas,GAS,alpine,20,0
2024_23,2024,23,losail,VER,red_bull,1,25
2024_23,2024,23,losail,LEC,ferrari,2,18
2024_23,2024,23,losail,PIA,mclaren,3,15
2024_23,2024,23,losail,RUS,mercedes,4,12
2024_23,2024,23,losail,GAS,alpine,5,10
2024_23,2024,23,losail,SAI,ferrari,6,8
2024_23,2024,23,losail,ALO,aston_martin,7,6
2024_23,2024,23,losail,ZHO,sauber,8,4
2024_23,2024,23,losail,MAG,haas,9,2
2024_23,2024,23,losail,NOR,mclaren,10,2
2024_23,2024,23,losail,BOT,sauber,11,0
2024_23,2024,23,losail,HAM,mercedes,12,0
2024_23,2024,23,losail,TSU,rb,13,0
2024_23,2024,23,losail,LAW,rb,14,0
2024_23,2024,23,losail,ALB,williams,15,0
2024_23,2024,23,losail,HUL,haas,16,0
2024_23,2024,23,losail,PER,red_bull,17,0
2024_23,2024,23,losail,STR,aston_martin,18,0
2024_23,2024,23,losail,COL,williams,19,0
2024_23,2024,23,losail,OCO,alpine,20,0
2024_24,2024,24,yas_marina,NOR,mclaren,1,25
2024_24,2024,24,yas_marina,SAI,ferrari,2,18
2024_24,2024,24,yas_marina,LEC,ferrari,3,15
2024_24,2024,24,yas_marina,HAM,mercedes,4,12
2024_24,2024,24,yas_marina,RUS,mercedes,5,10
2024_24,2024,24,yas_marina,VER,red_bull,6,8
2024_24,2024,24,yas_marina,GAS,alpine,7,6
2024_24,2024,24,yas_marina,HUL,haas,8,4
2024_24,2024,24,yas_marina,ALO,aston_martin,9,2
2024_24,2024,24,yas_marina,PIA,mclaren,10,1
2024_24,2024,24,yas_marina,ALB,williams,11,0
2024_24,2024,24,yas_marina,TSU,rb,12,0
2024_24,2024,24,yas_marina,ZHO,sauber,13,0
2024_24,2024,24,yas_marina,STR,aston_martin,14,0
2024_24,2024,24,yas_marina,DOO,alpine,15,0
2024_24,2024,24,yas_marina,MAG,haas,16,0
2024_24,2024,24,yas_marina,LAW,rb,17,0
2024_24,2024,24,yas_marina,BOT,sauber,18,0
2024_24,2024,24,yas_marina,COL,williams,19,0
2024_24,2024,24,yas_marina,PER,red_bull,20,0
2025_1,2025,1,albert_park,NOR,mclaren,1,25
2025_1,2025,1,albert_park,VER,red_bull,2,18
2025_1,2025,1,albert_park,RUS,mercedes,3,15
2025_1,2025,1,albert_park,ANT,mercedes,4,12
2025_1,2025,1,albert_park,ALB,williams,5,10
2025_1,2025,1,albert_park,STR,aston_martin,6,8
2025_1,2025,1,albert_park,HUL,sauber,7,6
2025_1,2025,1,albert_park,LEC,ferrari,8,4
2025_1,2025,1,albert_park,PIA,mclaren,9,2
2025_1,2025,1,albert_park,HAM,ferrari,10,1
2025_1,2025,1,albert_park,GAS,alpine,11,0
2025_1,2025,1,albert_park,TSU,rb,12,0
2025_1,2025,1,albert_park,OCO,haas,13,0
2025_1,2025,1,albert_park,BEA,haas,14,0
2025_1,2025,1,albert_park,LAW,red_bull,15,0
2025_1,2025,1,albert_park,BOR,sauber,16,0
2025_1,2025,1,albert_park,ALO,aston_martin,17,0
2025_1,2025,1,albert_park,SAI,williams,18,0
2025_1,2025,1,albert_park,DOO,alpine,19,0
2025_1,2025,1,albert_park,HAD,rb,20,0
2025_2,2025,2,shanghai,PIA,mclaren,1,25
2025_2,2025,2,shanghai,NOR,mclaren,2,18
2025_2,2025,2,shanghai,RUS,mercedes,3,15
2025_2,2025,2,shanghai,VER,red_bull,4,12
2025_2,2025,2,shanghai,OCO,haas,5,10
2025_2,2025,2,shanghai,ANT,mercedes,6,8
2025_2,2025,2,shanghai,ALB,williams,7,6
2025_2,2025,2,shanghai,BEA,haas,8,4
2025_2,2025,2,shanghai,STR,aston_martin,9,2
2025_2,2025,2,shanghai,SAI,williams,10,1
2025_2,2025,2,shanghai,HAD,rb,11,0
2025_2,2025,2,shanghai,LAW,red_bull,12,0
2025_2,2025,2,shanghai,DOO,alpine,13,0
2025_2,2025,2,shanghai,BOR,sauber,14,0
2025_2,2025,2,shanghai,HUL,sauber,15,0
2025_2,2025,2,shanghai,TSU,rb,16,0
2025_2,2025,2,shanghai,ALO,aston_martin,17,0
2025_2,2025,2,shanghai,LEC,ferrari,18,0
2025_2,2025,2,shanghai,HAM,ferrari,19,0
2025_2,2025,2,shanghai,GAS,alpine,20,0
2025_3,2025,3,suzuka,VER,red_bull,1,25
2025_3,2025,3,suzuka,NOR,mclaren,2,18
2025_3,2025,3,suzuka,PIA,mclaren,3,15
2025_3,2025,3,suzuka,LEC,ferrari,4,12
2025_3,2025,3,suzuka,RUS,mercedes,5,10
2025_3,2025,3,suzuka,ANT,mercedes,6,8
2025_3,2025,3,suzuka,HAM,ferrari,7,6
2025_3,2025,3,suzuka,HAD,rb,8,4
2025_3,2025,3,suzuka,ALB,williams,9,2
2025_3,2025,3,suzuka,BEA,haas,10,1
2025_3,2025,3,suzuka,ALO,aston_martin,11,0
2025_3,2025,3,suzuka,TSU,red_bull,12,0
2025_3,2025,3,suzuka,GAS,alpine,13,0
2025_3,2025,3,suzuka,SAI,williams,14,0
2025_3,2025,3,suzuka,DOO,alpine,15,0
2025_3,2025,3,suzuka,HUL,sauber,16,0
2025_3,2025,3,suzuka,LAW,rb,17,0
2025_3,2025,3,suzuka,OCO,haas,18,0
2025_3,2025,3,suzuka,BOR,sauber,19,0
2025_3,2025,3,suzuka,STR,aston_martin,20,0
2025_4,2025,4,bahrain,PIA,mclaren,1,25
2025_4,2025,4,bahrain,RUS,mercedes,2,18
2025_4,2025,4,bahrain,NOR,mclaren,3,15
2025_4,2025,4,bahrain,LEC,ferrari,4,12
2025_4,2025,4,bahrain,HAM,ferrari,5,10
2025_4,2025,4,bahrain,VER,red_bull,6,8
2025_4,2025,4,bahrain,GAS,alpine,7,6
2025_4,2025,4,bahrain,OCO,haas,8,4
2025_4,2025,4,bahrain,TSU,red_bull,9,2
2025_4,2025,4,bahrain,BEA,haas,10,1
2025_4,2025,4,bahrain,ANT,mercedes,11,0
2025_4,2025,4,bahrain,ALB,williams,12,0
2025_4,2025,4,bahrain,HAD,rb,13,0
2025_4,2025,4,bahrain,DOO,alpine,14,0
2025_4,2025,4,bahrain,ALO,aston_martin,15,0
2025_4,2025,4,bahrain,LAW,rb,16,0
2025_4,2025,4,bahrain,STR,aston_martin,17,0
2025_4,2025,4,bahrain,BOR,sauber,18,0
2025_4,2025,4,bahrain,SAI,williams,19,0
2025_4,2025,4,bahrain,HUL,sauber,20,0
2025_5,2025,5,jeddah,PIA,mclaren,1,25
2025_5,2025,5,jeddah,VER,red_bull,2,18
2025_5,2025,5,jeddah,LEC,ferrari,3,15
2025_5,2025,5,jeddah,NOR,mclaren,4,12
2025_5,2025,5,jeddah,RUS,mercedes,5,10
2025_5,2025,5,jeddah,ANT,mercedes,6,8
2025_5,2025,5,jeddah,HAM,ferrari,7,6
2025_5,2025,5,jeddah,SAI,williams,8,4
2025_5,2025,5,jeddah,ALB,williams,9,2
2025_5,2025,5,jeddah,HAD,rb,10,1
2025_5,2025,5,jeddah,ALO,aston_martin,11,0
2025_5,2025,5,jeddah,LAW,rb,12,0
2025_5,2025,5,jeddah,BEA,haas,13,0
2025_5,2025,5,jeddah,OCO,haas,14,0
2025_5,2025,5,jeddah,HUL,sauber,15,0
2025_5,2025,5,jeddah,STR,aston_martin,16,0
2025_5,2025,5,jeddah,DOO,alpine,17,0
2025_5,2025,5,jeddah,BOR,sauber,18,0
2025_5,2025,5,jeddah,TSU,red_bull,19,0
2025_5,2025,5,jeddah,GAS,alpine,20,0
2025_6,2025,6,miami,PIA,mclaren,1,25
2025_6,2025,6,miami,NOR,mclaren,2,18
2025_6,2025,6,miami,RUS,mercedes,3,15
2025_6,2025,6,miami,VER,red_bull,4,12
2025_6,2025,6,miami,ALB,williams,5,10
2025_6,2025,6,miami,ANT,mercedes,6,8
2025_6,2025,6,miami,LEC,ferrari,7,6
2025_6,2025,6,miami,HAM,ferrari,8,4
2025_6,2025,6,miami,SAI,williams,9,2
2025_6,2025,6,miami,TSU,red_bull,10,1
2025_6,2025,6,miami,HAD,rb,11,0
2025_6,2025,6,miami,OCO,haas,12,0
2025_6,2025,6,miami,GAS,alpine,13,0
2025_6,2025,6,miami,HUL,sauber,14,0
2025_6,2025,6,miami,ALO,aston_martin,15,0
2025_6,2025,6,miami,STR,aston_martin,16,0
2025_6,2025,6,miami,LAW,rb,17,0
2025_6,2025,6,miami,BOR,sauber,18,0
2025_6,2025,6,miami,BEA,haas,19,0
2025_6,2025,6,miami,DOO,alpine,20,0
2025_7,2025,7,imola,VER,red_bull,1,25
2025_7,2025,7,imola,NOR,mclaren,2,18
2025_7,2025,7,imola,PIA,mclaren,3,15
2025_7,2025,7,imola,HAM,ferrari,4,12
2025_7,2025,7,imola,ALB,williams,5,10
2025_7,2025,7,imola,LEC,ferrari,6,8
2025_7,2025,7,imola,RUS,mercedes,7,6
2025_7,2025,7,imola,SAI,williams,8,4
2025_7,2025,7,imola,HAD,rb,9,2
2025_7,2025,7,imola,TSU,red_bull,10,1
2025_7,2025,7,imola,ALO,aston_martin,11,0
2025_7,2025,7,imola,HUL,sauber,12,0
2025_7,2025,7,imola,GAS,alpine,13,0
2025_7,2025,7,imola,LAW,rb,14,0
2025_7,2025,7,imola,STR,aston_martin,15,0
2025_7,2025,7,imola,COL,alpine,16,0
2025_7,2025,7,imola,BEA,haas,17,0
2025_7,2025,7,imola,BOR,sauber,18,0
2025_7,2025,7,imola,ANT,mercedes,19,0
2025_7,2025,7,imola,OCO,haas,20,0
2025_8,2025,8,monaco,NOR,mclaren,1,25
2025_8,2025,8,monaco,LEC,ferrari,2,18
2025_8,2025,8,monaco,PIA,mclaren,3,15
2025_8,2025,8,monaco,VER,red_bull,4,12
2025_8,2025,8,monaco,HAM,ferrari,5,10
2025_8,2025,8,monaco,HAD,rb,6,8
2025_8,2025,8,monaco,OCO,haas,7,6
2025_8,2025,8,monaco,LAW,rb,8,4
2025_8,2025,8,monaco,ALB,williams,9,2
2025_8,2025,8,monaco,SAI,williams,10,1
2025_8,2025,8,monaco,RUS,mercedes,11,0
2025_8,2025,8,monaco,BEA,haas,12,0
2025_8,2025,8,monaco,COL,alpine,13,0
2025_8,2025,8,monaco,BOR,sauber,14,0
2025_8,2025,8,monaco,STR,aston_martin,15,0
2025_8,2025,8,monaco,HUL,sauber,16,0
2025_8,2025,8,monaco,TSU,red_bull,17,0
2025_8,2025,8,monaco,ANT,mercedes,18,0
2025_8,2025,8,monaco,ALO,aston_martin,19,0
2025_8,2025,8,monaco,GAS,alpine,20,0
2025_9,2025,9,catalunya,PIA,mclaren,1,25
2025_9,2025,9,catalunya,NOR,mclaren,2,18
2025_9,2025,9,catalunya,LEC,ferrari,3,15
2025_9,2025,9,catalunya,RUS,mercedes,4,12
2025_9,2025,9,catalunya,HUL,sauber,5,10
2025_9,2025,9,catalunya,HAM,ferrari,6,8
2025_9,2025,9,catalunya,HAD,rb,7,6
2025_9,2025,9,catalunya,GAS,alpine,8,4
2025_9,2025,9,catalunya,ALO,aston_martin,9,2
2025_9,2025,9,catalunya,VER,red_bull,10,1
2025_9,2025,9,catalunya,LAW,rb,11,0
2025_9,2025,9,catalunya,BOR,sauber,12,0
2025_9,2025,9,catalunya,TSU,red_bull,13,0
2025_9,2025,9,catalunya,SAI,williams,14,0
2025_9,2025,9,catalunya,COL,alpine,15,0
2025_9,2025,9,catalunya,OCO,haas,16,0
2025_9,2025,9,catalunya,BEA,haas,17,0
2025_9,2025,9,catalunya,ANT,mercedes,18,0
2025_9,2025,9,catalunya,ALB,williams,19,0
2025_10,2025,10,villeneuve,RUS,mercedes,1,25
2025_10,2025,10,villeneuve,VER,red_bull,2,18
2025_10,2025,10,villeneuve,ANT,mercedes,3,15
2025_10,2025,10,villeneuve,PIA,mclaren,4,12
2025_10,2025,10,villeneuve,LEC,ferrari,5,10
2025_10,2025,10,villeneuve,HAM,ferrari,6,8
2025_10,2025,10,villeneuve,ALO,aston_martin,7,6
2025_10,2025,10,villeneuve,HUL,sauber,8,4
2025_10,2025,10,villeneuve,OCO,haas,9,2
2025_10,2025,10,villeneuve,SAI,williams,10,1
2025_10,2025,10,villeneuve,BEA,haas,11,0
2025_10,2025,10,villeneuve,TSU,red_bull,12,0
2025_10,2025,10,villeneuve,COL,alpine,13,0
2025_10,2025,10,villeneuve,BOR,sauber,14,0
2025_10,2025,10,villeneuve,GAS,alpine,15,0
2025_10,2025,10,villeneuve,HAD,rb,16,0
2025_10,2025,10,villeneuve,STR,aston_martin,17,0
2025_10,2025,10,villeneuve,NOR,mclaren,18,0
2025_10,2025,10,villeneuve,LAW,rb,19,0
2025_10,2025,10,villeneuve,ALB,williams,20,0
2025_11,2025,11,red_bull_ring,NOR,mclaren,1,25
2025_11,2025,11,red_bull_ring,PIA,mclaren,2,18
2025_11,2025,11,red_bull_ring,LEC,ferrari,3,15
2025_11,2025,11,red_bull_ring,HAM,ferrari,4,12
2025_11,2025,11,red_bull_ring,RUS,mercedes,5,10
2025_11,2025,11,red_bull_ring,LAW,rb,6,8
2025_11,2025,11,red_bull_ring,ALO,aston_martin,7,6
2025_11,2025,11,red_bull_ring,BOR,sauber,8,4
2025_11,2025,11,red_bull_ring,HUL,sauber,9,2
2025_11,2025,11,red_bull_ring,OCO,haas,10,1
2025_11,2025,11,red_bull_ring,BEA,haas,11,0
2025_11,2025,11,red_bull_ring,HAD,rb,12,0
2025_11,2025,11,red_bull_ring,GAS,alpine,13,0
2025_11,2025,11,red_bull_ring,STR,aston_martin,14,0
2025_11,2025,11,red_bull_ring,COL,alpine,15,0
2025_11,2025,11,red_bull_ring,TSU,red_bull,16,0
2025_11,2025,11,red_bull_ring,ALB,williams,17,0
2025_11,2025,11,red_bull_ring,VER,red_bull,18,0
2025_11,2025,11,red_bull_ring,ANT,mercedes,19,0
2025_11,2025,11,red_bull_ring,SAI,williams,20,0
2025_12,2025,12,silverstone,NOR,mclaren,1,25
2025_12,2025,12,silverstone,PIA,mclaren,2,18
2025_12,2025,12,silverstone,HUL,sauber,3,15
2025_12,2025,12,silverstone,HAM,ferrari,4,12
2025_12,2025,12,silverstone,VER,red_bull,5,10
2025_12,2025,12,silverstone,GAS,alpine,6,8
2025_12,2025,12,silverstone,STR,aston_martin,7,6
2025_12,2025,12,silverstone,ALB,williams,8,4
2025_12,2025,12,silverstone,ALO,aston_martin,9,2
2025_12,2025,12,silverstone,RUS,mercedes,10,1
2025_12,2025,12,silverstone,BEA,haas,11,0
2025_12,2025,12,silverstone,SAI,williams,12,0
2025_12,2025,12,silverstone,OCO,haas,13,0
2025_12,2025,12,silverstone,LEC,ferrari,14,0
2025_12,2025,12,silverstone,TSU,red_bull,15,0
2025_12,2025,12,silverstone,ANT,mercedes,16,0
2025_12,2025,12,silverstone,HAD,rb,17,0
2025_12,2025,12,silverstone,BOR,sauber,18,0
2025_12,2025,12,silverstone,LAW,rb,19,0
2025_12,2025,12,silverstone,COL,alpine,20,0
2025_13,2025,13,spa,PIA,mclaren,1,25
2025_13,2025,13,spa,NOR,mclaren,2,18
2025_13,2025,13,spa,LEC,ferrari,3,15
2025_13,2025,13,spa,VER,red_bull,4,12
2025_13,2025,13,spa,RUS,mercedes,5,10
2025_13,2025,13,spa,ALB,williams,6,8
2025_13,2025,13,spa,HAM,ferrari,7,6
2025_13,2025,13,spa,LAW,rb,8,4
2025_13,2025,13,spa,BOR,sauber,9,2
2025_13,2025,13,spa,GAS,alpine,10,1
2025_13,2025,13,spa,BEA,haas,11,0
2025_13,2025,13,spa,HUL,sauber,12,0
2025_13,2025,13,spa,TSU,red_bull,13,0
2025_13,2025,13,spa,STR,aston_martin,14,0
2025_13,2025,13,spa,OCO,haas,15,0
2025_13,2025,13,spa,ANT,mercedes,16,0
2025_13,2025,13,spa,ALO,aston_martin,17,0
2025_13,2025,13,spa,SAI,williams,18,0
2025_13,2025,13,spa,COL,alpine,19,0
2025_13,2025,13,spa,HAD,rb,20,0
2025_14,2025,14,hungaroring,NOR,mclaren,1,25
2025_14,2025,14,hungaroring,PIA,mclaren,2,18
2025_14,2025,14,hungaroring,RUS,mercedes,3,15
2025_14,2025,14,hungaroring,LEC,ferrari,4,12
2025_14,2025,14,hungaroring,ALO,aston_martin,5,10
2025_14,2025,14,hungaroring,BOR,sauber,6,8
2025_14,2025,14,hungaroring,STR,aston_martin,7,6
2025_14,2025,14,hungaroring,LAW,rb,8,4
2025_14,2025,14,hungaroring,VER,red_bull,9,2
2025_14,2025,14,hungaroring,ANT,mercedes,10,1
2025_14,2025,14,hungaroring,HAD,rb,11,0
2025_14,2025,14,hungaroring,HAM,ferrari,12,0
2025_14,2025,14,hungaroring,HUL,sauber,13,0
2025_14,2025,14,hungaroring,SAI,williams,14,0
2025_14,2025,14,hungaroring,ALB,williams,15,0
2025_14,2025,14,hungaroring,OCO,haas,16,0
2025_14,2025,14,hungaroring,TSU,red_bull,17,0
2025_14,2025,14,hungaroring,COL,alpine,18,0
2025_14,2025,14,hungaroring,GAS,alpine,19,0
2025_14,2025,14,hungaroring,BEA,haas,20,0
2025_15,2025,15,zandvoort,PIA,mclaren,1,25
2025_15,2025,15,zandvoort,VER,red_bull,2,18
2025_15,2025,15,zandvoort,HAD,rb,3,15
2025_15,2025,15,zandvoort,RUS,mercedes,4,12
2025_15,2025,15,zandvoort,ALB,williams,5,10
2025_15,2025,15,zandvoort,BEA,haas,6,8
2025_15,2025,15,zandvoort,STR,aston_martin,7,6
2025_15,2025,15,zandvoort,ALO,aston_martin,8,4
2025_15,2025,15,zandvoort,TSU,red_bull,9,2
2025_15,2025,15,zandvoort,OCO,haas,10,1
2025_15,2025,15,zandvoort,COL,alpine,11,0
2025_15,2025,15,zandvoort,LAW,rb,12,0
2025_15,2025,15,zandvoort,SAI,williams,13,0
2025_15,2025,15,zandvoort,HUL,sauber,14,0
2025_15,2025,15,zandvoort,BOR,sauber,15,0
2025_15,2025,15,zandvoort,ANT,mercedes,16,0
2025_15,2025,15,zandvoort,GAS,alpine,17,0
2025_15,2025,15,zandvoort,NOR,mclaren,18,0
2025_15,2025,15,zandvoort,LEC,ferrari,19,0
2025_15,2025,15,zandvoort,HAM,ferrari,20,0
2025_16,2025,16,monza,VER,red_bull,1,25
2025_16,2025,16,monza,NOR,mclaren,2,18
2025_16,2025,16,monza,PIA,mclaren,3,15
2025_16,2025,16,monza,LEC,ferrari,4,12
2025_16,2025,16,monza,RUS,mercedes,5,10
2025_16,2025,16,monza,HAM,ferrari,6,8
2025_16,2025,16,monza,ALB,williams,7,6
2025_16,2025,16,monza,BOR,sauber,8,4
2025_16,2025,16,monza,ANT,mercedes,9,2
2025_16,2025,16,monza,HAD,rb,10,1
2025_16,2025,16,monza,SAI,williams,11,0
2025_16,2025,16,monza,BEA,haas,12,0
2025_16,2025,16,monza,TSU,red_bull,13,0
2025_16,2025,16,monza,LAW,rb,14,0
2025_16,2025,16,monza,OCO,haas,15,0
2025_16,2025,16,monza,GAS,alpine,16,0
2025_16,2025,16,monza,COL,alpine,17,0
2025_16,2025,16,monza,STR,aston_martin,18,0
2025_16,2025,16,monza,ALO,aston_martin,19,0
2025_16,2025,16,monza,HUL,sauber,20,0
2025_17,2025,17,baku,VER,red_bull,1,25
2025_17,2025,17,baku,RUS,mercedes,2,18
2025_17,2025,17,baku,SAI,williams,3,15
